wall_time          , type   , user_id , latency            , status
 27.91728973388672 , archive, dccbc061,  2.1348311412148178, success
 28.712582111358643, archive, 58bf7951,  2.145414653234184 , success
 28.76167631149292 , archive, 95bcc1c8,  3.240835860837251 , success
 28.91164779663086 , archive, 60d45044,  4.961825554724783 , success
 31.307954788208008, archive, ad7109d1,  4.4794927425682545, success
 35.70275163650513 , archive, 15745da0,  4.07723927590996  , success
 35.7552330493927  , archive, dccbc061,  2.8212686399929225, success
 40.64007306098938 , archive, 60d45044,  1.3404688560403883, success
 43.20109295845032 , archive, b320f3f8,  5.8190687471069396, success
 44.66206216812134 , archive, b86304ba,  5.709031094796956 , success
 45.67810535430908 , archive, b320f3f8,  2.4769761716015637, success
 46.78546452522278 , archive, 8a137a7f,  6.526557902805507 , success
 47.04869604110718 , archive, 51a45a95,  2.168217751197517 , success
 47.85378956794739 , archive, a06e4cfe,  5.67645507492125  , success
 48.24856233596802 , archive, 66f24dbb,  1.4489122768864036, success
 49.242897510528564, archive, 58bf7951,  5.142860507126898 , success
 49.54772663116455 , archive, 19b5f2b3,  1.3527622716501355, success
 50.125409841537476, archive, 86b68151,  5.825382393784821 , success
 51.47603178024292 , archive, b320f3f8,  4.153731615282595 , success
 52.06311321258545 , archive, 19b5f2b3,  1.6886715572327375, success
 53.835143089294434, archive, c8c3f81d,  1.1926362146623433, success
 56.769282817840576, archive, c8c3f81d,  2.934105616994202 , success
 56.92643094062805 , archive, 60d45044,  3.673685641027987 , success
 57.52250146865845 , archive, dccbc061,  2.263180823996663 , success
 59.06034445762634 , archive, 8a137a7f,  0.9238154636695981, success
 61.32040095329285 , archive, ad7109d1,  0.7415162669494748, success
 61.63025450706482 , archive, 726462e0,  3.929387603420764 , success
 63.51484775543213 , archive, 15745da0,  4.2440666211768985, success
 65.10238146781921 , archive, dccbc061,  2.4971579289995134, success
 65.76945352554321 , archive, 118b2229,  2.051143153104931 , success
 69.45222640037537 , archive, 66f24dbb,  2.4195757121779025, success
 69.66009640693665 , archive, 726462e0,  8.02976101078093  , success
 71.19425010681152 , archive, 8550ddae,  2.6799126132391393, success
 71.47655701637268 , archive, 86b68151,  3.659355501178652 , success
 72.32728862762451 , archive, 15745da0,  5.8184356642887   , success
 72.41806507110596 , archive, 66f24dbb,  2.9657972529530525, success
 75.71848893165588 , archive, 6f9b354f,  5.546717513818294 , success
 76.95125031471252 , archive, 577d4d32,  3.2915338026359677, success
 77.5399444103241  , archive, 51a45a95,  4.053636688739061 , success
 79.34005689620972 , archive, 60d45044,  0.7948677600361407, success
 79.49994015693665 , archive, 577d4d32,  2.5486463070847094, success
 80.8188829421997  , archive, 8a137a7f,  4.542540623806417 , success
 82.02345991134644 , archive, 60d45044,  1.895051795989275 , success
 83.67990183830261 , archive, 25e5aa4f,  1.7780212108045816, success
 84.80103826522827 , archive, 60d45044,  2.0712184789590538, success
 87.06693601608276 , archive, 19b5f2b3,  5.36684233462438  , success
 89.29375624656677 , archive, 66f24dbb,  3.8600541120395064, success
 91.63803052902222 , archive, b86304ba,  3.850189874880016 , success
 94.60163354873657 , archive, 95bcc1c8,  2.539883993100375 , success
 96.04140591621399 , archive, 51a45a95,  1.7994560338556767, success
 98.1764075756073  , archive, 545bd2b5,  4.8943535992875695, success
 98.84002876281738 , archive, 577d4d32,  1.8074217778630555, success
102.02050185203552 , archive, 726462e0,  2.1107332319952548, success
102.66805505752563 , archive, 86b68151,  3.0195537889376283, success
103.03948330879211 , archive, b86304ba,  2.605997704900801 , success
104.71723675727844 , archive, 95bcc1c8,  3.2361968527548015, success
108.79841637611389 , archive, 25e5aa4f,  1.822948656976223 , success
111.0126359462738  , archive, 6f9b354f,  0.7228252962231636, success
112.72919797897339 , archive, 58bf7951, 63.486255614086986 , success
114.65595817565918 , archive, 6f9b354f,  3.409457489848137 , success
115.42189741134644 , archive, 58bf7951,  2.692656968254596 , success
116.4035758972168  , archive, 51a45a95,  4.403482671827078 , success
117.63645648956299 , archive, 58bf7951,  2.214507301338017 , success
118.13034343719482 , archive, 66f24dbb,  6.130155066028237 , success
118.25049304962158 , archive, 51a45a95,  1.846863194834441 , success
121.52085089683533 , archive, 58bf7951,  3.884357261005789 , success
122.73825764656067 , archive, 8550ddae,  2.1592842251993716, success
129.29683208465576 , archive, b86304ba,  6.791586078237742 , success
133.20960664749146 , archive, ccb36322, 92.42623415542766  , success
135.6506130695343  , archive, ccb36322,  2.440924913622439 , success
137.25270819664001 , archive, 118b2229,  2.7209990839473903, success
145.7499852180481  , archive, b320f3f8,  1.7989744269289076, success
146.00923800468445 , archive, 8550ddae,  2.8425306072458625, success
148.97313690185547 , archive, c8c3f81d, 91.88340054731816  , success
167.13200736045837 , archive, c5e8278d, 91.72801404399797  , success
167.91404128074646 , archive, c5e8278d,  0.7819901970215142, success
171.35057735443115 , archive, c5e8278d,  3.4364975369535387, success
174.21139931678772 , archive, c5e8278d,  2.8607523553073406, success
175.73558521270752 , archive, ad7109d1, 91.7278570192866   , success
