elapsed_sec,throughput_eps,completed_so_far,errors_so_far,archives,queries,total_backlog,stage_compress_time,stage_segment_time,stage_llm_extract_time,stage_db_insert_time
26.396235704421997,0.0,0,0,6,0,6,4.0595427649095654,1.5563589395023882,0.0,0.0
28.694222688674927,0.0,0,0,9,0,9,4.421618273947388,1.7881242134608328,0.0,0.0
30.69762921333313,0.4991498169202618,1,0,15,0,15,11.135440215468407,7.843840649817139,0.0,0.0
34.25483012199402,0.2811199101982831,2,0,16,0,16,16.27758378908038,9.395755247212946,11.567987627815455,0.577987976372242
36.29861378669739,4.892885765114176,12,0,17,0,17,27.91123513923958,21.623542290646583,55.610598682425916,5.200137083418667
40.69843912124634,0.22728174960666148,13,0,18,0,18,31.279898860957474,21.910176229197532,80.48011308442801,7.094873748719692
42.69981789588928,3.9972443504239914,21,2,18,0,18,37.07305845012888,28.343030006159097,99.34050437947735,7.5747791905887425
46.30590486526489,1.386544485050438,26,2,17,0,17,43.71158198500052,33.163385453633964,143.2813021033071,10.81952449074015
50.051908016204834,1.6017071417824327,32,3,20,0,20,47.15761044528335,34.97718309331685,197.64336705813184,13.499563915655017
52.89378261566162,1.7594020513627624,37,3,20,0,20,58.020913631189615,40.20891296956688,214.2383464728482,21.74847290152684
55.693323373794556,0.7144028870413149,39,3,22,0,22,61.625796952750534,43.95151492767036,233.94907119777054,22.33878646697849
58.193522453308105,1.5998725992564793,43,3,20,0,20,63.685720457695425,45.20311131933704,287.24264010740444,26.6657001436688
60.19811224937439,4.489696604093861,52,4,15,0,15,64.33122021658346,45.35655806912109,323.00072160875425,32.638640905730426
62.20031690597534,1.9977977709784225,56,4,12,0,12,66.62165373563766,45.547030231915414,332.71213560923934,32.990682479925454
64.20294642448425,1.997373934135487,60,4,14,0,14,66.92354671750218,45.570093653164804,347.67603752808645,34.08209597086534
66.2072696685791,1.4967645607257318,63,4,19,0,19,80.33884630538523,62.52074146224186,362.23055516555905,35.48318284517154
70.44931030273438,0.4714712027736774,65,4,20,0,20,92.70752969570458,68.831627917476,375.55419517774135,37.039152735844254
