wall_time,type,user_id,latency,status,stage_compress,stage_segment,stage_llm_extract,stage_db_insert
60.45783042907715,archive,6ade9755,0.0,error,,,,
61.65363931655884,archive,ccb36322,29.183965923264623,success,2.7761635379865766,0.5070395399816334,13.41211785795167,3.205971041228622
61.688594341278076,archive,577d4d32,0.0,error,,,,
61.75943660736084,archive,0862e8bf,0.0,error,,,,
61.846638202667236,archive,118b2229,19.69400312472135,success,0.0,0.0,0.0,3.4196707853116095
61.88758969306946,archive,b320f3f8,29.432896507903934,success,0.0,0.0,0.0,3.124249436892569
62.49405598640442,archive,0862e8bf,0.0,error,,,,
62.71821904182434,archive,25e5aa4f,20.565781756304204,success,0.6943074483424425,0.368551691994071,0.0,2.21560278814286
63.30988574028015,archive,3b6f954b,0.0,error,,,,
63.396648645401,archive,15745da0,5.718345494009554,success,0.1458558519370854,0.02139119105413556,23.848661503754556,0.13268586620688438
63.568456411361694,archive,25e5aa4f,0.8501672758720815,success,0.0,0.0,0.5802064500749111,0.09641067497432232
64.46588921546936,archive,545bd2b5,28.47490592300892,success,0.0,0.0,6.477041928097606,1.708107067272067
66.68109846115112,archive,6f9b354f,0.0,error,,,,
72.75133895874023,archive,21436231,17.24964901385829,success,7.8271487024612725,7.898952982388437,35.44676966452971,5.030518625862896
72.76983165740967,archive,dccbc061,0.0,error,,,,
72.76993203163147,archive,001be529,0.0,error,,,,
72.76998376846313,archive,5d3d2817,0.0,error,,,,
72.80581164360046,archive,d52b4f67,26.140607830137014,success,0.0,0.0,0.0,0.0
72.80589461326599,archive,6b168ec8,0.0,error,,,,
72.80594635009766,archive,3f1e9474,0.0,error,,,,
72.80611252784729,archive,ccb36322,11.152393382973969,success,0.0,0.0,0.0,0.0
72.80631041526794,archive,7527f7e2,21.052782661281526,success,0.0,0.0,0.0,0.0
72.80636286735535,archive,bc8a6e93,0.0,error,,,,
72.80656480789185,archive,8a137a7f,26.14123054407537,success,0.0,0.0,0.0,0.0
72.8066189289093,archive,545bd2b5,0.0,error,,,,
73.47420120239258,archive,c960da58,0.0,error,,,,
82.97043418884277,archive,f8c5f88b,31.216953308787197,success,9.762611248996109,11.885786282364279,21.87820735713467,11.440643100999296
83.00272512435913,archive,7527f7e2,0.0,error,,,,
83.0027973651886,archive,75499fd8,0.0,error,,,,
83.00283694267273,archive,c960da58,0.0,error,,,,
83.00287127494812,archive,a06e4cfe,0.0,error,,,,
83.05787420272827,archive,118b2229,19.209623564966023,success,0.0,0.0,0.0,0.0
83.05793404579163,archive,6ade9755,0.0,error,,,,
83.05798125267029,archive,c5e8278d,0.0,error,,,,
83.05802917480469,archive,6b168ec8,0.0,error,,,,
83.05811786651611,archive,d52b4f67,0.0,error,,,,
92.16336131095886,archive,3f1e9474,0.0,error,,,,
92.1665940284729,archive,853b0a1d,0.0,error,,,,
92.48459720611572,archive,545bd2b5,0.0,error,,,,
92.57192921638489,archive,6b168ec8,0.0,error,,,,
92.68203258514404,archive,726462e0,0.0,error,,,,
92.75178933143616,archive,b320f3f8,0.0,error,,,,
92.87267184257507,archive,a06e4cfe,0.0,error,,,,
92.87498450279236,archive,e01b8e2f,0.0,error,,,,
92.87539935112,archive,d52b4f67,0.0,error,,,,
92.8771345615387,archive,e47becba,0.0,error,,,,
99.76857614517212,archive,37d43f65,48.52162052271888,success,101.71097899135202,24.122110368683934,39.13655636832118,27.11506197368726
99.95408058166504,archive,8550ddae,0.0,error,,,,
99.95413494110107,archive,8ebdbe50,0.0,error,,,,
99.95422792434692,archive,7527f7e2,0.0,error,,,,
100.04961061477661,archive,ad7109d1,53.384312093723565,success,0.0,0.0,0.0,0.0
100.04987525939941,archive,3b6f954b,31.483421330340207,success,0.0,0.0,0.0,0.0
100.04996061325073,archive,c5e8278d,0.0,error,,,,
100.15267634391785,archive,b320f3f8,0.0,error,,,,
100.26595067977905,archive,bc8a6e93,0.0,error,,,,
100.26850914955139,archive,58bf7951,0.0,error,,,,
100.3762195110321,archive,6b168ec8,0.0,error,,,,
100.37633514404297,archive,6ade9755,0.0,error,,,,
100.37638282775879,archive,0862e8bf,0.0,error,,,,
100.37642574310303,archive,95bcc1c8,0.0,error,,,,
100.3765766620636,archive,726462e0,0.0,error,,,,
100.37663221359253,archive,d52b4f67,0.0,error,,,,
100.37668323516846,archive,a06e4cfe,0.0,error,,,,
102.46714186668396,archive,ccb36322,29.660264336969703,success,1.5158629156649113,0.6981621561571956,0.0,6.8011239990592
102.5902988910675,archive,8ebdbe50,0.0,error,,,,
103.34779047966003,archive,c8c3f81d,12.087256125174463,success,0.0,0.0,3.392315178178251,0.00012735091149806976
104.75113344192505,archive,0862e8bf,0.0,error,,,,
104.86026096343994,archive,ccb36322,0.0,error,,,,
106.26256346702576,archive,e01b8e2f,0.0,error,,,,
106.37075567245483,archive,c8c3f81d,0.0,error,,,,
108.58342695236206,archive,853b0a1d,0.0,error,,,,
109.38054347038269,archive,caf9ead2,26.310520166065544,success,0.0,0.0,26.568827365990728,4.027503414079547
109.68157243728638,archive,ccb36322,0.0,error,,,,
110.15970945358276,archive,66f24dbb,0.0,error,,,,
110.39616656303406,archive,4fd1909e,37.44951336923987,success,0.0,0.0,0.0,4.528502183035016
110.45834302902222,archive,8ebdbe50,0.0,error,,,,
111.84742736816406,archive,118b2229,28.77753017982468,success,0.0,0.0,0.0,4.329234535805881
111.86658906936646,archive,5d3d2817,0.0,error,,,,
112.57668995857239,archive,94f70d80,39.76968790497631,success,0.0,0.0,12.103703894652426,5.411026630084962
113.2532958984375,archive,c960da58,0.0,error,,,,
113.77786993980408,archive,caf9ead2,0.0,error,,,,
114.15033197402954,archive,4fd1909e,0.0,error,,,,
114.26042747497559,archive,af8d2e46,0.0,error,,,,
115.67149376869202,archive,60d45044,0.0,error,,,,
115.75942397117615,archive,66f24dbb,0.0,error,,,,
116.49259090423584,archive,5d3d2817,0.0,error,,,,
116.58110165596008,archive,4fd1909e,0.0,error,,,,
117.25865244865417,archive,19b5f2b3,34.18866766989231,success,3.913464647717774,0.7661060690879822,0.0,4.731023549102247
118.6576042175293,archive,1e043500,91.7957415888086,success,0.0,0.0,91.50854238588363,0.00022179028019309044
118.67583298683167,archive,853b0a1d,0.0,error,,,,
118.97428321838379,archive,a06e4cfe,0.0,error,,,,
119.15771842002869,archive,3f1e9474,0.0,error,,,,
119.16091227531433,archive,bc8a6e93,0.0,error,,,,
119.16870713233948,archive,58bf7951,0.0,error,,,,
119.16875529289246,archive,6ade9755,0.0,error,,,,
119.16878843307495,archive,dccbc061,0.0,error,,,,
119.16881370544434,archive,d52b4f67,0.0,error,,,,
119.16883587837219,archive,e47becba,0.0,error,,,,
119.17626738548279,archive,545bd2b5,0.0,error,,,,
119.18037986755371,archive,ad7109d1,0.0,error,,,,
120.6636917591095,archive,75499fd8,0.0,error,,,,
121.45363903045654,archive,ec81a493,20.850645864848047,success,57.49113817792386,1.6091598994098604,39.65825587697327,0.3008857760578394
122.87153840065002,archive,95bcc1c8,0.0,error,,,,
122.89441394805908,archive,853b0a1d,0.0,error,,,,
124.87622904777527,archive,853b0a1d,0.0,error,,,,
124.94782400131226,archive,b86304ba,0.0,error,,,,
125.0653178691864,archive,3f1e9474,0.0,error,,,,
125.06535983085632,archive,bc8a6e93,0.0,error,,,,
125.06547808647156,archive,6ade9755,0.0,error,,,,
125.08766651153564,archive,ad7109d1,0.0,error,,,,
125.1707808971405,archive,1e043500,6.513138637878001,success,0.0,0.0,20.09905744390562,1.7916672923602164
126.55718564987183,archive,b320f3f8,0.0,error,,,,
126.66902661323547,archive,58bf7951,0.0,error,,,,
128.58943963050842,archive,25e5aa4f,45.275117793120444,success,2.0985957798548043,1.3148661558516324,0.0,12.300508161075413
128.6582088470459,archive,3b6f954b,28.05547443078831,success,0.0,0.0,0.0,0.0
128.65828132629395,archive,853b0a1d,0.0,error,,,,
129.0846049785614,archive,21436231,28.481664780993015,success,0.0,0.0,0.0,4.132535148411989
129.2828712463379,archive,bc8a6e93,0.0,error,,,,
129.28301692008972,archive,6ade9755,0.0,error,,,,
129.746084690094,archive,5d3d2817,0.0,error,,,,
129.8552598953247,archive,95bcc1c8,0.0,error,,,,
130.46437859535217,archive,f8c5f88b,47.394455320201814,success,0.0,0.0,0.0,11.510956557001919
130.76162481307983,archive,94f70d80,18.184876601677388,success,0.0,0.0,0.0,6.201221013441682
131.4538173675537,archive,caf9ead2,0.0,error,,,,
132.2963502407074,archive,25e5aa4f,0.0,error,,,,
132.6842179298401,archive,c960da58,0.0,error,,,,
134.7637903690338,archive,1e043500,9.592972959857434,success,5.423623533919454,0.8924224828369915,2.1927592479623854,2.0832360959611833
134.7803978919983,archive,c5e8278d,0.0,error,,,,
134.78047108650208,archive,0862e8bf,0.0,error,,,,
134.78053164482117,archive,8550ddae,0.0,error,,,,
134.7806212902069,archive,7527f7e2,0.0,error,,,,
134.7806797027588,archive,e01b8e2f,0.0,error,,,,
134.78077697753906,archive,853b0a1d,0.0,error,,,,
134.78089475631714,archive,e47becba,0.0,error,,,,
134.78095316886902,archive,545bd2b5,0.0,error,,,,
136.90870547294617,archive,4fd1909e,0.0,error,,,,
137.57189440727234,archive,001be529,0.0,error,,,,
137.57552886009216,archive,d52b4f67,0.0,error,,,,
138.36701035499573,archive,e01b8e2f,0.0,error,,,,
138.36922764778137,archive,7527f7e2,0.0,error,,,,
138.3701012134552,archive,caf9ead2,0.0,error,,,,
138.37284922599792,archive,8ebdbe50,0.0,error,,,,
138.374187707901,archive,1e043500,0.0,error,,,,
140.78015518188477,archive,bc8a6e93,0.0,error,,,,
140.98344802856445,archive,3b6f954b,12.325017351191491,success,13.360565278679132,1.0493384120054543,10.44370218878612,1.6229211911559105
141.07341599464417,archive,577d4d32,0.0,error,,,,
143.05670976638794,archive,726462e0,0.0,error,,,,
143.56079983711243,archive,94f70d80,12.799108084756881,success,2.3675523516722023,0.2070623468607664,7.781608926597983,2.7857065377756953
143.95443773269653,archive,b86304ba,0.0,error,,,,
144.7025396823883,archive,15745da0,17.45621706964448,success,3.451388350687921,0.10006250301375985,0.0,3.348785489331931
145.56119298934937,archive,7527f7e2,0.0,error,,,,
145.5626974105835,archive,3f1e9474,0.0,error,,,,
145.5635323524475,archive,e01b8e2f,0.0,error,,,,
145.5701723098755,archive,1e043500,0.0,error,,,,
148.25277757644653,archive,3b6f954b,7.26927653606981,success,0.0,0.0,2.2896019886247814,0.9294961779378355
148.35159707069397,archive,15745da0,0.0,error,,,,
148.36144590377808,archive,94f70d80,0.0,error,,,,
148.7531487941742,archive,545bd2b5,0.0,error,,,,
148.75401186943054,archive,60d45044,0.0,error,,,,
148.89797496795654,archive,c960da58,0.0,error,,,,
149.86121034622192,archive,e01b8e2f,0.0,error,,,,
149.88246154785156,archive,1e043500,0.0,error,,,,
149.96964526176453,archive,ec81a493,9.471682083792984,success,0.0,0.0,17.97574848588556,1.6026022718288004
150.6500699520111,archive,3b6f954b,0.0,error,,,,
151.16564536094666,archive,1e043500,0.0,error,,,,
151.26679849624634,archive,118b2229,16.485470357816666,success,0.0,0.0,0.0,3.509400611743331
152.0561649799347,archive,ec81a493,0.0,error,,,,
152.36195707321167,archive,1e043500,0.0,error,,,,
152.38412237167358,archive,21436231,23.299466423224658,success,0.0,0.0,0.0,3.8324254667386413
153.15217304229736,archive,118b2229,0.0,error,,,,
153.75783324241638,archive,1e043500,0.0,error,,,,
154.37463665008545,archive,1e043500,0.0,error,,,,
155.74641847610474,archive,21436231,3.362247326411307,success,1.3636337057687342,0.12077993294224143,84.15879172831774,0.20680220797657967
155.98110342025757,archive,86b68151,91.1832287479192,success,0.0,0.0,0.0,0.6761687509715557
164.65145421028137,archive,8a137a7f,91.84453691029921,success,0.0,0.0,64.54957488086075,0.24441506899893284
171.50246858596802,archive,8a137a7f,6.850978960748762,success,0.3141705081798136,0.4250473827123642,5.219053529202938,0.8881406979635358
171.94864201545715,archive,8a137a7f,0.0,error,,,,
174.73405146598816,archive,51a45a95,100.80982977617532,success,0.0,0.0,91.76229872787371,0.00017493031919002533
175.91537022590637,archive,51a45a95,1.1812804751098156,success,0.43357442505657673,0.23566969810053706,0.45972619391977787,0.049360196106135845
176.5500364303589,archive,51a45a95,0.0,error,,,,
177.25626611709595,archive,51a45a95,0.0,error,,,,
193.85591888427734,archive,37d43f65,94.08700756309554,success,0.0,0.0,91.38521653879434,0.00019138073548674583
194.27637100219727,archive,37d43f65,0.0,error,,,,
194.54680156707764,archive,37d43f65,0.0,error,,,,
195.25513434410095,archive,37d43f65,0.0,error,,,,
195.6368372440338,archive,37d43f65,0.0,error,,,,
195.96416521072388,archive,37d43f65,0.0,error,,,,
211.233314037323,archive,f8c5f88b,80.76887137489393,success,0.0,0.0,74.56875778501853,1.8943419102579355
211.52772450447083,archive,f8c5f88b,0.0,error,,,,
211.76003336906433,archive,f8c5f88b,0.0,error,,,,
212.19170260429382,archive,f8c5f88b,0.0,error,,,,
212.37007546424866,archive,f8c5f88b,0.0,error,,,,
