elapsed_sec,throughput_eps,completed_so_far,errors_so_far,archives,queries,total_backlog,stage_compress_time,stage_segment_time,stage_llm_extract_time,stage_db_insert_time
29.429836750030518,0.0,0,0,6,0,6,6.824629978276789,2.207474243827164,0.0,0.0
32.00865626335144,0.0,0,0,9,0,9,7.171766323968768,2.3327465220354497,0.0,0.0
34.010048627853394,0.49965215104078314,1,0,15,0,15,13.495777402538806,8.18917383113876,3.902256147004664,0.0
37.61370253562927,0.8324883789552241,4,0,14,0,14,15.52318613929674,8.86753242276609,31.692172080744058,1.4838467901572585
39.615123987197876,2.9978693369642517,10,0,17,0,17,23.355470437556505,18.665482201147825,53.37341223284602,4.998641377314925
43.546053409576416,1.017571055137303,14,0,16,0,16,25.44683359982446,19.903511110693216,79.15718922251835,6.79529743688181
45.54714250564575,2.998367245009517,20,0,17,0,17,39.41374750761315,30.662014417815953,104.60002368316054,10.227232981007546
50.01594829559326,1.1188671504247065,25,0,17,0,17,40.061790213454515,30.72999206278473,155.2866682591848,13.469865317456424
52.11799073219299,2.378638943221342,30,0,19,0,19,48.74858702486381,38.35494222305715,169.3724351702258,17.22588892420754
54.75809025764465,1.1363207981664134,33,0,20,0,20,54.75268102111295,41.88346225442365,179.6138609945774,17.911146494559944
57.261616230010986,1.9971831948977143,38,0,22,0,22,55.36585342697799,43.56693818420172,246.27114707883447,22.696581489406526
60.62119245529175,1.4882829454426643,43,0,20,0,20,65.9048043480143,47.66539116529748,300.6244552205317,32.928532004822046
63.04350757598877,2.064141018349937,48,0,18,0,18,67.38745474908501,48.3052450180985,318.92004760261625,41.214583694934845
65.11117124557495,1.934550603580781,52,0,17,0,17,71.59753671428189,53.42898538382724,331.82952308282256,49.13868390209973
67.81797695159912,3.3249523524979727,61,0,24,0,24,82.47935574827716,65.72115814452991,403.77582496218383,53.26833365019411
73.52367043495178,0.5257905999950776,64,0,24,0,24,93.6199324070476,72.07866441924125,439.99242673488334,66.86246873717755
75.52473163604736,4.497613563779309,73,0,30,0,30,144.74945793813094,126.72254566615447,515.8564474042505,78.85833685193211
83.73695731163025,0.48707867489480416,77,0,30,0,30,147.5629911753349,131.21309444122016,518.0182573492639,82.92609275551513
85.73850631713867,1.4988391449541132,80,0,31,0,31,147.5629911753349,131.21309444122016,528.8607838470489,83.55687885871157
87.74027729034424,3.9964611871602265,88,0,35,0,35,236.59018388809636,212.4328481326811,626.7390565183014,90.59156644297764
95.8532018661499,0.49304045201267943,92,0,35,0,35,246.1662063621916,221.8751120469533,638.559587541502,103.08503083093092
97.85469555854797,0.9992537111639449,94,0,34,0,34,246.1662063621916,221.8751120469533,671.9343243660405,105.02960315626115
99.86177253723145,5.978843924497264,106,0,34,0,34,326.1290091574192,271.8590932660736,758.0617797472514,120.31772656925023
107.16326308250427,0.9587083564097717,113,0,32,0,32,331.8090204773471,274.5608488563448,821.2431202330627,141.95706667611375
109.16576528549194,5.992502770831599,125,0,33,0,33,404.80916948011145,355.4344009864144,870.7968591363169,148.17278938600793
119.01661777496338,0.5075702844341631,130,0,32,0,32,421.00457684183493,368.0736774955876,925.999274795875,155.55692757340148
121.02026677131653,1.9963576491094088,134,0,30,0,30,421.00457684183493,368.0736774955876,961.562304477673,160.81411063764244
