wall_time,type,user_id,latency,status,stage_stream_precompute,stage_add_memory,stage_extract_wait
26.5210280418396,archive,75499fd8,2.040630143135786,success,0.5415226398035884,0.22509143082424998,1.2740028561092913
26.580634117126465,archive,37d43f65,5.164738255087286,success,0.660216043703258,0.3370283800177276,4.167483700904995
27.814927577972412,archive,c960da58,5.226384005974978,success,1.1673514833673835,0.36959085101261735,3.6894257343374193
31.18112087249756,archive,8ebdbe50,10.101359350141138,success,1.264245976228267,1.7576792109757662,7.0794242937117815
31.49808359146118,archive,ccb36322,10.333442891947925,success,1.2027932368218899,1.7294826549477875,7.401158674620092
31.526880502700806,archive,1e043500,8.445913868024945,success,1.0003248527646065,0.5416836221702397,6.903896537143737
31.827794313430786,archive,853b0a1d,10.747459552716464,success,0.3908422929234803,0.5922438600100577,9.764366417191923
33.9384651184082,archive,6ade9755,9.675660182256252,success,1.0714470599777997,1.1472291816025972,7.456974394153804
34.25096368789673,archive,3b6f954b,8.899449174292386,success,1.1435075672343373,3.1259381021372974,4.629994686692953
36.206740617752075,archive,66f24dbb,6.994849292095751,success,0.9775624428875744,4.569017710164189,1.4482591622509062
41.7595739364624,archive,6b168ec8,15.989409596659243,success,4.5228362320922315,5.732207398861647,5.734354215208441
45.485626220703125,archive,f8c5f88b,8.105199047829956,success,2.8295105430297554,5.1560537507757545,0.11960396682843566
47.18778967857361,archive,e47becba,14.607525485102087,success,1.3903191927820444,13.114917409606278,0.10224332707002759
49.81996250152588,archive,d52b4f67,16.931750137824565,success,1.8302925899624825,12.379583830013871,2.7218656321056187
49.89301133155823,archive,4fd1909e,18.17589914286509,success,2.828977993223816,12.757807085756212,2.5891063902527094
49.989479780197144,archive,c8c3f81d,11.071484190877527,success,6.190988895948976,3.5085729397833347,1.3719117450527847
50.286436319351196,archive,853b0a1d,6.009653673041612,success,1.520460776053369,3.8837412130087614,0.6054392410442233
52.59636926651001,archive,66f24dbb,9.233425774145871,success,0.4310015719383955,5.906797984149307,2.895615848246962
53.5116765499115,archive,0862e8bf,23.92846017703414,success,6.612700507976115,12.31433678790927,5.001413763035089
53.60666537284851,archive,a06e4cfe,21.62595697119832,success,4.019749043043703,11.32872443459928,6.277474165894091
53.90804076194763,archive,e01b8e2f,27.3001985931769,success,5.1939866580069065,17.62615277757868,4.480049501173198
53.94600868225098,archive,1e043500,22.419089023955166,success,3.099652728997171,12.778403336182237,6.541026025079191
54.52654314041138,archive,6ade9755,20.588023179676384,success,2.2733864090405405,12.315719658043236,5.998911452945322
56.02211833000183,archive,c5e8278d,11.141619278118014,success,1.1543670166283846,3.688130490016192,6.299106872174889
57.71424102783203,archive,118b2229,19.433277799282223,success,4.711850564926863,5.900042368099093,8.821363686118275
57.83335876464844,archive,dccbc061,20.926153439097106,success,5.654779633972794,7.106605086941272,8.164758177939802
57.882986545562744,archive,19b5f2b3,26.16686573717743,success,4.368419672362506,12.39651657640934,9.401920952834189
58.3962504863739,archive,6b168ec8,16.63661779090762,success,2.347688981797546,5.625442774035037,8.663478380069137
59.32334923744202,archive,726462e0,20.32137726387009,success,3.4694033302366734,7.1428194139152765,9.70914170704782
59.54755711555481,archive,b320f3f8,31.7616930892691,success,6.948131536133587,14.641466909088194,10.172086067963392
59.882519245147705,archive,ccb36322,28.384388640988618,success,9.303903439082205,8.961187099572271,10.11928922496736
60.225566148757935,archive,545bd2b5,28.044712613802403,success,4.436787160579115,13.020566646009684,10.5873515130952
61.20040225982666,archive,8a137a7f,18.765807769726962,success,1.7027416159398854,5.435715198051184,11.627339485101402
61.58326458930969,archive,af8d2e46,34.38892096793279,success,7.528112858068198,12.94876166805625,13.912033017259091
61.633902072906494,archive,b86304ba,34.353182438295335,success,7.275863653048873,12.80225600907579,14.275054700206965
61.812804222106934,archive,c960da58,24.399770807940513,success,4.510781893972307,6.7170811532996595,13.171899404842407
64.1083173751831,archive,25e5aa4f,26.19538626074791,success,4.806731875985861,6.972099732607603,14.416536387056112
68.59567093849182,archive,75499fd8,40.98368731001392,success,8.296079942956567,11.940403126180172,20.74719400284812
76.03795146942139,archive,51a45a95,23.91674168780446,success,1.6791506060399115,16.78401442291215,5.45356855308637
76.7431161403656,archive,ad7109d1,35.06212167488411,success,2.3301734821870923,5.7416915451176465,26.99024379486218
76.80662989616394,archive,4fd1909e,26.913561428897083,success,0.8949051559902728,19.541392762679607,6.477243292611092
78.68117189407349,archive,37d43f65,31.30610480112955,success,0.7246548067778349,20.137287515215576,10.444152961019427
80.39883780479431,archive,e47becba,33.210977603215724,success,1.3200541799888015,22.677466574124992,9.213447783142328
80.51300477981567,archive,577d4d32,33.28836713870987,success,2.4507374027743936,22.306085738819093,8.531536672729999
83.72184133529663,archive,d52b4f67,33.90182561101392,success,7.378123547881842,16.50558904884383,10.018102093134075
85.69343686103821,archive,1e043500,31.74737888108939,success,2.7681313371285796,14.075538008008152,14.903698545880616
85.82065510749817,archive,7527f7e2,37.940173032227904,success,0.69424894079566,21.311240994837135,15.934673577081412
87.8799340724945,archive,f8c5f88b,42.26395568577573,success,0.6090531027875841,23.303437727037817,18.35145523911342
96.60478830337524,archive,3b6f954b,62.35378296021372,success,5.462917554192245,9.86531477002427,47.02554236026481
96.66363644599915,archive,3f1e9474,70.55893976101652,success,7.788712227717042,14.41597134899348,48.35423697903752
98.48633289337158,archive,dccbc061,37.79616974387318,success,5.915022281929851,25.59157662279904,6.289558183867484
98.52337694168091,archive,001be529,38.64063963806257,success,12.757679806090891,25.07241718424484,0.8105341801419854
98.52387976646423,archive,c960da58,36.711038316600025,success,6.590012534987181,28.36275009997189,1.7582671255804598
99.73447275161743,archive,25e5aa4f,35.62609041715041,success,4.077595463953912,23.732482582330704,7.815995889250189
99.79398226737976,archive,0862e8bf,46.282255867961794,success,10.090422658715397,27.864580555353314,8.327244807966053
101.6491129398346,archive,86b68151,40.66225980501622,success,8.723431274760514,24.42384237004444,7.514975439757109
101.71772575378418,archive,15745da0,47.89503601193428,success,4.372857430949807,38.46411079028621,5.058056561276317
102.3125352859497,archive,ccb36322,42.429862678050995,success,4.7165676900185645,26.89351588394493,10.819771006703377
105.31369972229004,archive,118b2229,45.333329014945775,success,8.225133188068867,24.118484545964748,12.989695922005922
105.70770502090454,archive,e01b8e2f,51.799619680736214,success,5.825161263812333,31.814576883800328,14.159871191717684
105.81123089790344,archive,6ade9755,51.28452775487676,success,6.205347900744528,30.77371714496985,14.305454153101891
106.20882773399353,archive,6b168ec8,47.81251373421401,success,8.19166397023946,25.095069132279605,14.52576817991212
106.39862322807312,archive,c5e8278d,35.40830477280542,success,3.207655598875135,23.304219271987677,8.896410503890365
106.59540009498596,archive,545bd2b5,46.369785776827484,success,9.859941190108657,26.51915051881224,9.990670623723418
107.69708466529846,archive,6f9b354f,47.916486960370094,success,9.930856514722109,24.513303575105965,13.472316711209714
107.73278188705444,archive,21436231,55.61161327082664,success,8.59760042000562,30.807892528362572,16.206111785955727
107.89919447898865,archive,a06e4cfe,37.32842413382605,success,5.839421588927507,21.227203420363367,10.261784337926656
108.09778165817261,archive,8a137a7f,46.897323383018374,success,7.4171750992536545,27.985309144016355,11.494831075426191
108.22874641418457,archive,5d3d2817,47.14476002706215,success,8.84141658898443,23.691344080958515,14.611985651310533
109.19742727279663,archive,b320f3f8,43.800538792740554,success,7.318046434316784,22.92296009371057,13.559518878813833
110.20704293251038,archive,94f70d80,41.89620818477124,success,7.480997762642801,21.93990145623684,12.475295721087605
110.68490672111511,archive,75499fd8,42.08918718108907,success,6.111958815716207,23.117223230190575,12.85999470576644
110.72193169593811,archive,726462e0,51.39851463632658,success,10.401844474021345,24.609792897012085,16.386868198867887
111.61998462677002,archive,bc8a6e93,47.829798087943345,success,7.7214531330391765,22.374519992619753,17.733813771046698
116.88051629066467,archive,8ebdbe50,65.89979570871219,success,9.411916827782989,31.40087405499071,25.086989196948707
121.70772337913513,archive,577d4d32,41.19467409700155,success,11.290165865793824,28.001467294991016,1.903028103057295
121.78960871696472,archive,ec81a493,25.422473954968154,success,0.2798176510259509,23.507110768929124,1.6355264908634126
121.81289958953857,archive,c8c3f81d,34.39975824719295,success,6.212756316643208,22.63193432195112,5.555057279299945
125.89844250679016,archive,1e043500,40.20494644111022,success,9.940400783903897,24.618118423968554,5.6464140471071005
126.28560733795166,archive,51a45a95,50.24760940670967,success,3.766898533795029,40.46868265699595,6.012018918991089
126.38220810890198,archive,95bcc1c8,38.05760199902579,success,9.206529471091926,23.164928816258907,5.686127081047744
126.6877031326294,archive,3f1e9474,30.02402026997879,success,1.1240576938726008,22.606412873137742,6.293540386017412
127.5248532295227,archive,caf9ead2,52.244458253029734,success,4.004496261011809,41.70492159295827,6.535029286984354
128.23355340957642,archive,dccbc061,29.74714354565367,success,9.60599226783961,13.44026699801907,6.70087466109544
128.88572812080383,archive,d52b4f67,45.163829495199025,success,8.514135069213808,27.97105535818264,8.67862809728831
130.12764310836792,archive,3b6f954b,33.52273310534656,success,1.3089598026126623,22.847506010904908,9.366256372071803
130.58221077919006,archive,c960da58,32.0582794691436,success,8.089354431722313,14.790682072285563,9.17823005001992
131.73971605300903,archive,e47becba,51.3408372849226,success,12.327483236789703,27.43933101184666,11.57401196518913
131.80101132392883,archive,58bf7951,57.12080941814929,success,4.721862783189863,40.61232289439067,11.786610558163375
131.8984375,archive,4fd1909e,55.09176466614008,success,6.782034381758422,36.52970920316875,11.780013657175004
132.0146782398224,archive,37d43f65,53.3334634937346,success,5.426013553980738,36.04143111594021,11.866010747849941
132.0779004096985,archive,0862e8bf,32.283864193130285,success,4.242517865728587,16.609331184066832,11.432003612164408
132.10565543174744,archive,7527f7e2,46.28495091199875,success,10.663684104103595,23.808985992800444,11.812261587940156
132.6675989627838,archive,853b0a1d,56.06677034916356,success,5.819050821010023,37.756962049752474,12.490747006144375
132.7235369682312,archive,8550ddae,51.265984907746315,success,14.2486015050672,24.480706814676523,12.53666035598144
132.754145860672,archive,ad7109d1,56.01099280221388,success,6.695497686043382,36.87829333730042,12.437194186262786
133.3439064025879,archive,19b5f2b3,58.50210685003549,success,4.7729761097580194,40.62004369869828,13.1090739662759
133.6404163837433,archive,f8c5f88b,45.76044839480892,success,9.607377475127578,23.987428661901504,12.165631797164679
139.91441249847412,archive,b320f3f8,30.71691938303411,success,7.894628735724837,21.016216905787587,1.8060633721761405
144.38015723228455,archive,6ade9755,38.56885180808604,success,7.897921665105969,28.299746196717024,2.371170829050243
145.38179636001587,archive,94f70d80,35.17470155470073,success,7.839693344663829,20.5617786902003,6.773218348156661
145.98181819915771,archive,e01b8e2f,40.27403482282534,success,6.214224072173238,28.70234532188624,5.357453053817153
146.08040404319763,archive,6b168ec8,39.87150943465531,success,5.612311888020486,30.17716614017263,4.082019854802638
146.88641023635864,archive,21436231,39.15357632096857,success,8.429834750015289,23.764098182786256,6.959633158985525
148.99485230445862,archive,60d45044,40.405038407072425,success,9.709516837261617,22.022095564287156,8.673416297882795
156.9018361568451,archive,b86304ba,37.621596745215356,success,1.172483850736171,25.07049556216225,11.378601642791182
157.21045422554016,archive,d52b4f67,28.32466104440391,success,4.310714513994753,16.33093906007707,7.682996380142868
158.2958972454071,archive,bc8a6e93,46.6757977087982,success,8.531307674013078,25.755344492848963,12.389134789817035
159.9942135810852,archive,51a45a95,33.70854208804667,success,6.405938514973968,23.90032998798415,3.4022636539302766
