elapsed_sec,throughput_eps,completed_so_far,errors_so_far,archives,queries,total_backlog,stage_compress_time,stage_segment_time,stage_llm_extract_time,stage_db_insert_time,stream_cache_hits,stream_cache_misses,stream_precompute_calls,stream_precompute_time
21.50515604019165,0.0,0,0,6,0,6,1.0134365065023303,0.4549032961949706,0.0,0.0,0,0,0,0.0
23.767704486846924,0.4419794862197539,1,0,16,0,16,10.75868411641568,14.69095967989415,1.557473967783153,0.26421080017462373,0,0,0,0.0
30.876880168914795,0.0,1,0,20,0,20,10.75868411641568,14.69095967989415,1.557473967783153,0.26421080017462373,0,0,0,0.0
32.92232537269592,0.9777822433487244,3,0,21,0,21,10.75868411641568,14.69095967989415,10.78629807755351,1.6422717380337417,0,0,0,0.0
34.92452144622803,1.4983547513943798,6,0,26,0,26,83.88849826483056,61.17563313152641,16.80625518038869,2.4459671950899065,0,0,0,0.0
40.597360610961914,0.8813928713303386,11,0,25,0,25,87.11456548795104,61.861247391439974,36.69970300514251,5.499660349916667,0,0,0,0.0
42.62063121795654,0.988498519716453,13,0,26,0,26,87.11456548795104,61.861247391439974,45.77457611495629,6.930609795730561,0,0,0,0.0
44.626152992248535,0.49862335718246154,14,0,29,0,29,87.11456548795104,61.861247391439974,66.89696042379364,7.9398980578407645,0,0,0,0.0
46.63770151138306,0.9942588910858137,16,0,30,0,30,87.11456548795104,61.861247391439974,87.56035501742736,11.520776483695954,0,0,0,0.0
48.64436650276184,4.983392864759641,26,0,30,0,30,198.08358765300363,108.15951492171735,116.7689229506068,31.936930721160024,0,0,0,0.0
55.29696869850159,0.450951358841382,29,0,28,0,28,203.97954830294475,109.76702191447839,122.327354402747,32.101580313872546,0,0,0,0.0
57.300116539001465,1.49764282962328,32,0,26,0,26,203.97954830294475,109.76702191447839,125.15579112665728,33.982878777664155,0,0,0,0.0
59.30159378051758,0.4996309621999513,33,0,28,0,28,203.97954830294475,109.76702191447839,129.8937821672298,35.10035067843273,0,0,0,0.0
61.32144379615784,0.0,33,0,31,0,31,203.97954830294475,109.76702191447839,155.99234967771918,35.10035067843273,0,0,0,0.0
63.334256649017334,0.496817177304563,34,0,32,0,32,203.97954830294475,109.76702191447839,155.99234967771918,37.87679728073999,0,0,0,0.0
65.43111515045166,0.476903901391517,35,0,33,0,33,203.97954830294475,109.76702191447839,176.67675933940336,42.782172271516174,0,0,0,0.0
67.43781805038452,1.9933194894639505,39,0,35,0,35,203.97954830294475,109.76702191447839,201.95323886116967,61.42753074597567,0,0,0,0.0
70.584543466568,1.271162707565196,43,0,41,0,41,527.3687742357142,209.39007258228958,204.79507578117773,69.21702727349475,0,0,0,0.0
79.5703775882721,0.33385882260544897,46,0,39,0,39,527.3687742357142,209.39007258228958,207.0180924278684,69.36434962647036,0,0,0,0.0
81.57163786888123,0.49968512826109074,47,0,40,0,40,527.3687742357142,209.39007258228958,212.62700108997524,69.8958258125931,0,0,0,0.0
83.62051677703857,0.9761435837116856,49,0,40,0,40,527.3687742357142,209.39007258228958,253.15265754563734,72.18653648532927,0,0,0,0.0
85.62358140945435,0.49923501409635607,50,0,40,0,40,527.3687742357142,209.39007258228958,306.0136523512192,74.94934506667778,0,0,0,0.0
87.62622594833374,0.9986794766479755,52,0,41,0,41,527.3687742357142,209.39007258228958,323.7528079049662,82.91115816310048,0,0,0,0.0
89.62942624092102,4.992012050419714,62,0,40,0,40,527.3687742357142,209.39007258228958,347.4876671778038,149.31951292743906,0,0,0,0.0
93.69397020339966,2.7063306736365047,73,0,44,0,44,894.9444191521034,358.0003624074161,360.7563289999962,187.05755185848102,0,0,0,0.0
107.35066056251526,0.21967255031139757,76,0,44,0,44,894.9444191521034,358.0003624074161,363.5721651050262,187.29962417669594,0,0,0,0.0
109.35228562355042,0.999188129152262,78,0,43,0,43,894.9444191521034,358.0003624074161,377.07712710415944,187.87061038939282,0,0,0,0.0
111.35509371757507,1.4978968823575487,81,0,42,0,42,894.9444191521034,358.0003624074161,402.0157946762629,192.84934955043718,0,0,0,0.0
113.362224817276,0.9964471181269673,83,0,42,0,42,894.9444191521034,358.0003624074161,459.028633069247,196.71687652962282,0,0,0,0.0
115.74623727798462,3.3556871584564196,91,0,41,0,41,894.9444191521034,358.0003624074161,493.06376988394186,239.0687681203708,0,0,0,0.0
121.03251791000366,1.891689203828855,101,0,45,0,45,1263.6987860663794,508.52805144526064,506.404526588507,271.95968601712957,0,0,0,0.0
135.95150303840637,0.2010860641109301,104,0,46,0,46,1271.200144637376,512.6832719752565,510.88278603041545,272.86721665319055,0,0,0,0.0
137.95282554626465,1.499008774558011,107,0,46,0,46,1271.200144637376,512.6832719752565,549.2157265585847,276.74304304877296,0,0,0,0.0
142.32668924331665,1.3717848601555689,113,0,46,0,46,1271.200144637376,512.6832719752565,642.3758450583555,299.46620940137655,0,0,0,0.0
147.90886735916138,3.403689313687335,132,0,42,0,42,1695.3777327830903,745.8667881055735,668.195541516412,365.72092513833195,0,0,0,0.0
167.47612500190735,0.05110578182480889,133,0,41,0,41,1695.3777327830903,745.8667881055735,681.4563460364006,370.5939193298109,0,0,0,0.0
169.52110123634338,0.4890032378668599,134,0,41,0,41,1695.3777327830903,745.8667881055735,711.7900956789963,370.72317328397185,0,0,0,0.0
171.52454566955566,2.495701860811336,139,0,39,0,39,1695.3777327830903,745.8667881055735,717.8149722269736,381.2385932202451,0,0,0,0.0
173.54137325286865,1.4874846143625133,142,0,38,0,38,1695.3777327830903,745.8667881055735,780.7496706345119,388.66620397754014,0,0,0,0.0
175.56456875801086,0.0,142,0,38,0,38,1695.3777327830903,745.8667881055735,799.5201098397374,388.66620397754014,0,0,0,0.0
177.57441687583923,1.492650102954787,145,0,37,0,37,1695.3777327830903,745.8667881055735,810.849849707447,405.070224062074,0,0,0,0.0
179.57733273506165,4.9927209642657076,155,0,35,0,35,1695.3777327830903,745.8667881055735,810.849849707447,456.9825795814395,0,0,0,0.0
184.03843593597412,1.3449587982570674,161,0,33,0,33,2134.7685388987884,968.8933261344209,839.9433366376907,461.8042184417136,0,0,0,0.0
200.1679790019989,0.18599410954915335,164,0,32,0,32,2134.7685388987884,968.8933261344209,841.7238009069115,463.8985969875939,0,0,0,0.0
202.1692430973053,0.0,164,0,32,0,32,2134.7685388987884,968.8933261344209,860.4945708122104,463.8985969875939,0,0,0,0.0
204.17063188552856,11.492020008974995,187,0,27,0,27,2169.4129774542525,1013.5916581032798,985.1443218928762,573.0490249735303,0,0,0,0.0
215.42055559158325,0.2666684751280052,190,0,25,0,25,2169.4129774542525,1013.5916581032798,997.3976248563267,591.6174202025868,0,0,0,0.0
217.42546439170837,1.4963274139017078,193,0,24,0,24,2169.4129774542525,1013.5916581032798,999.4300391445868,594.0087079433724,0,0,0,0.0
219.42907738685608,0.0,193,0,24,0,24,2169.4129774542525,1013.5916581032798,1004.2790127913468,594.0087079433724,0,0,0,0.0
221.43418836593628,0.49872551217026784,194,0,24,0,24,2169.4129774542525,1013.5916581032798,1004.2790127913468,597.1100035905838,0,0,0,0.0
223.43719220161438,0.9985003345352638,196,0,24,0,24,2281.089680740144,1065.1137030539103,1022.5694527970627,600.3025358715095,0,0,0,0.0
230.02453780174255,0.0,196,0,24,0,24,2299.6132607012987,1072.734390415717,1022.5694527970627,600.3025358715095,0,0,0,0.0
232.0268473625183,1.9976931031834437,200,0,23,0,23,2309.7709135790356,1073.946685587056,1038.7850200319663,601.3727115462534,0,0,0,0.0
234.02820014953613,0.4996620318450107,201,0,23,0,23,2311.4170249388553,1074.5021925698966,1074.537142845802,603.3687849561684,0,0,0,0.0
236.03529381752014,6.975259911044442,215,0,16,0,16,2316.260458851699,1080.969259954989,1143.706242899876,617.8179818522185,0,0,0,0.0
243.18371438980103,0.27978208329757653,217,0,15,0,15,2316.260458851699,1080.969259954989,1161.1692665717565,665.8030623653904,0,0,0,0.0
245.1972541809082,1.986551255488492,221,0,14,0,14,2322.4248938234523,1088.3238997547887,1179.0513982847333,684.4478956484236,0,0,0,0.0
251.7288339138031,0.15310231841214691,222,0,14,0,14,2322.4248938234523,1088.3238997547887,1187.4085855898447,686.4826204869896,0,0,0,0.0
253.7303023338318,0.4996331643272529,223,0,13,0,13,2322.4248938234523,1088.3238997547887,1190.8032943266444,693.5046353726648,0,0,0,0.0
255.7319781780243,0.9991627794293632,225,0,11,0,11,2372.5524721755646,1111.4726851503365,1197.8113088128157,695.0570328054018,0,0,0,0.0
259.60803723335266,0.2579940051804197,226,0,10,0,10,2372.5524721755646,1111.4726851503365,1200.243765200954,695.1012028772384,0,0,0,0.0
261.6214590072632,0.9933338488316562,228,0,9,0,9,2373.928931622766,1111.5294714733027,1215.1469280128367,696.6489200131036,0,0,0,0.0
263.62294244766235,2.997776488624546,234,0,6,0,6,2374.8210347243585,1111.7075974172913,1221.0603499310091,702.1690562302247,0,0,0,0.0
265.62508058547974,0.4994660363895486,235,0,5,0,5,2375.2781515293755,1111.8157757315785,1243.0010928637348,703.1053397632204,0,0,0,0.0
267.627521276474,1.4981717128962375,238,0,2,0,2,2375.2781515293755,1111.8157757315785,1250.9981434745714,704.8036783179268,0,0,0,0.0
269.62975430488586,0.9988847310077407,240,0,1,0,1,2375.5642209681682,1112.0196734904312,1255.8671782207675,706.0175442821346,0,0,0,0.0
271.63283586502075,0.0,240,0,1,0,1,2375.5642209681682,1112.0196734904312,1255.8671782207675,706.0175442821346,0,0,0,0.0
